#2023_04_21__22_02_54
time;s_coord;start_node;obj_veh;obj_zone;nodes_list;s_list;pos_list;vel_list;a_list;psi_list;kappa_list;traj_id;clip_pos;action_id_prev;traj_id_prev;const_path_seg
1682122295.0071049;7.440326830440523;[17, 5];[];["no update since", "1682122292.2244961"];{"straight": [[[15, 4], [16, 4], [17, 5], [18, 6], [19, 6], [20, 6]]]};{"straight": [[0.0, 0.1700601178491205, 0.3401240863006239, 0.507242304637717, 0.6743574689989096, 0.8414702997447324, 1.090728832025268, 1.3399923105418095, 1.589870936646665]]};{"straight": [[[4.708698032449801, 4.051586187731849], [4.753404061634864, 4.215666931277759], [4.79615674368208, 4.38027067957568], [4.836127613601926, 4.542538978250823], [4.873698107734819, 4.705377027629691], [4.9084283796134995, 4.8688396831502], [4.954120982618519, 5.113876717789233], [4.99177314060993, 5.36027771784733], [5.020726689802695, 5.608480449550953]]]};{"straight": [[5.000703630272545, 5.036732579625404, 4.925859418536435, 4.824252966551403, 4.730182705971901, 4.643459336370364, 4.5160723231519375, 4.389144814831791, 4.2581688476580615]]};{"straight": [[1.063265995028361, -3.247554662911642, -2.9639926028465924, -2.689128353013411, -2.432230426959228, -2.340552537782221, -2.2673137458826123, -2.266280810116092, -2.265089134651187]]};{"straight": [[-0.27180199405267036, -0.26013631464796916, -0.24802069392352855, -0.23457575379397366, -0.21849422022625697, -0.19977134679197306, -0.16846858982248092, -0.1343264476836754, -0.09755800660560232]]};{"straight": [[0.06727514777438988, 0.06991797166069565, 0.07257838056868872, 0.08833210134703298, 0.10413089487709459, 0.11993930340936453, 0.13124761209501293, 0.1427001998359467, 0.15161764273789732]]};{"straight": 430};[4.7119309064894885, 4.0634515308609895];"straight";0;[[4.708698032449801, 4.051586187731849], [4.753404061634864, 4.215666931277759], [4.79615674368208, 4.38027067957568]]
1682122295.060218;7.706000552432982;[18, 6];[];["no update since", "1682122292.2244961"];{"straight": [[[15, 4], [16, 4], [17, 5], [18, 6], [19, 6], [20, 6], [21, 5]]]};{"straight": [[0.0, 0.1700639684515034, 0.33718218678859646, 0.504297351149789, 0.6714101818956119, 0.9206687141761474, 1.1699321926926889, 1.4198108187975444, 1.669687443224985]]};{"straight": [[[4.753404061634864, 4.215666931277759], [4.79615674368208, 4.38027067957568], [4.836127613601926, 4.542538978250823], [4.873698107734819, 4.705377027629691], [4.9084283796134995, 4.8688396831502], [4.9541208879086716, 5.113876791889633], [4.99177314060993, 5.36027771784733], [5.020726512986482, 5.608476857533636], [5.04025513918792, 5.85758562297218]]]};{"straight": [[5.036732579625404, 4.925859418536435, 4.824252966551403, 4.730182705971901, 4.703699455993615, 4.582257000597367, 4.46234762140313, 4.339682235997963, 4.2134494947947845]]};{"straight": [[-3.247554662911642, -2.9639926028465937, -2.689128353013411, -0.7475184833085288, -2.2621278847976134, -2.17547498682089, -2.160457662258832, -2.160436708963501, -2.157982398571237]]};{"straight": [[-0.26013631464796916, -0.24802069392352855, -0.23457575379397366, -0.21849422022625697, -0.19977134679197306, -0.16846830241345456, -0.1343275404626625, -0.097558334957913, -0.058528205868669136]]};{"straight": [[0.06991797166069565, 0.07257838056868872, 0.08833210134703298, 0.10413089487709459, 0.11994832641374306, 0.13124299831076727, 0.1426965007659938, 0.15162609377257105, 0.16078128835202785]]};{"straight": 440};[4.780533288497459, 4.320118212838899];"straight";0;[[4.753404061634864, 4.215666931277759], [4.79615674368208, 4.38027067957568], [4.836127613601926, 4.542538978250823], [4.873698107734819, 4.705377027629691], [4.9084283796134995, 4.8688396831502]]
1682122295.1331515;8.060620820020167;[18, 6];[];["no update since", "1682122292.2244961"];{"straight": [[[16, 4], [17, 5], [18, 6], [19, 6], [20, 6], [21, 5]]]};{"straight": [[0.0, 0.16711516436119261, 0.3342279951070155, 0.583486527387551, 0.8327500059040925, 1.082628632008948, 1.3325052564363886, 1.5006042787313503, 1.6687055348658022]]};{"straight": [[[4.836127613601926, 4.542538978250823], [4.873698107734819, 4.705377027629691], [4.9084283796134995, 4.8688396831502], [4.9541208879086716, 5.113876791889633], [4.99177314060993, 5.36027771784733], [5.020726512986482, 5.608476857533636], [5.04025513918792, 5.85758562297218], [5.047801048379198, 6.025521568170198], [5.050692476458066, 6.1935985343464495]]]};{"straight": [[4.824252966551403, 4.730182705971901, 4.703699455993615, 4.582257000597367, 4.46234762140313, 4.339682235997963, 4.2134494947947845, 4.126456976938849, 4.035604440373872]]};{"straight": [[-2.6891283530134102, -0.7475184833085285, -2.2621278847976134, -2.17547498682089, -2.1604576622588327, -2.160436708963501, -2.157982398571237, -2.205646764378982, -2.2591864940221025]]};{"straight": [[-0.23457575379397366, -0.21849422022625697, -0.19977134679197306, -0.16846830241345456, -0.1343275404626625, -0.097558334957913, -0.058528205868669136, -0.031166087194979264, -0.0031203922416436214]]};{"straight": [[0.08833210134703298, 0.10413089487709459, 0.11994832641374306, 0.13124299831076727, 0.1426965007659938, 0.15162609377257105, 0.16078128835202785, 0.1647716528114362, 0.16891588096971882]]};{"straight": 450};[4.86430888924857, 4.664682273440813];"straight";0;[[4.836127613601926, 4.542538978250823], [4.873698107734819, 4.705377027629691], [4.9084283796134995, 4.8688396831502]]
1682122295.187615;8.32005322226146;[19, 6];[];["no update since", "1682122292.2244961"];{"straight": [[[16, 4], [17, 5], [18, 6], [19, 6], [20, 6], [21, 5], [22, 4]]]};{"straight": [[0.0, 0.2492585322805355, 0.49852201079707703, 0.7484006369019326, 0.9982772613293733, 1.166376283624335, 1.334477539758787, 1.5025807018925366, 1.6728007989968674]]};{"straight": [[[4.9084283796134995, 4.8688396831502], [4.9541208879086716, 5.113876791889633], [4.99177314060993, 5.36027771784733], [5.020725815508501, 5.60847244104844], [5.04025513918792, 5.85758562297218], [5.047801314617486, 6.025520858524828], [5.050692715600498, 6.193596280289544], [5.04881051134868, 6.3616842111361], [5.041927944164457, 6.531765967335787]]]};{"straight": [[4.703699455993615, 4.582257000597367, 4.46234762140313, 4.398263283974002, 4.278942028329484, 4.1968556593790245, 4.111480460669417, 4.0223788977159565, 3.9279000924516683]]};{"straight": [[-2.262127884797614, -2.17547498682089, -1.136204380382112, -2.071772491167899, -2.069457176621388, -2.109817212275946, -2.155639348113912, -2.2063577488398063, -2.295376917055528]]};{"straight": [[-0.19977134679197306, -0.16846830241345456, -0.1343275404626625, -0.09755845163777788, -0.05853038303003877, -0.031167069620984256, -0.0031195275141076007, 0.025633036238594364, 0.05532870404469703]]};{"straight": [[0.11994832641374306, 0.13124299831076727, 0.14272110486834969, 0.15161338567855207, 0.16078076364748217, 0.16478482165983477, 0.16892464386919406, 0.17317040392637487, 0.1757577562657008]]};{"straight": 460};[4.917692597969336, 4.9185212910404985];"straight";0;[[4.9084283796134995, 4.8688396831502], [4.9541208879086716, 5.113876791889633], [4.99177314060993, 5.36027771784733]]
1682122295.262923;8.669212297679051;[20, 6];[];["no update since", "1682122292.2244961"];{"straight": [[[17, 5], [18, 6], [19, 6], [20, 6], [21, 5], [22, 4], [23, 4]]]};{"straight": [[0.0, 0.24926347851654154, 0.4991421046213971, 0.7490187290488378, 0.9171177513437996, 1.0852190074782515, 1.2533221696120012, 1.423542266716332, 1.5937623032978345]]};{"straight": [[[4.9541208879086716, 5.113876791889633], [4.99177314060993, 5.36027771784733], [5.020725815508501, 5.60847244104844], [5.04025513918792, 5.85758562297218], [5.047800956699621, 6.025516563312086], [5.050692362884206, 6.193593886725679], [5.04881051134868, 6.3616842111361], [5.041928526794672, 6.531764849757663], [5.02996100881435, 6.701562031315259]]]};{"straight": [[4.582257000597367, 4.46234762140313, 4.398263283974002, 4.343339787659944, 4.26600152316975, 4.185870571170794, 4.102604831343116, 4.0147526163885585, 3.9214505120736556]]};{"straight": [[-2.17547498682089, -1.1362043803821122, -0.9607129221950513, -1.9804740869193387, -2.0144303875731793, -2.052745551225045, -2.0947227838908096, -2.175021422350307, -2.261156041933917]]};{"straight": [[-0.16846830241345456, -0.1343275404626625, -0.09755845163777788, -0.05853038303003877, -0.031166082110333226, -0.003120550037506886, 0.025629823934354423, 0.05532634832395411, 0.08548246873415866]]};{"straight": [[0.13124299831076727, 0.14272110486834969, 0.15161338567855207, 0.1608098342042893, 0.16477930447261566, 0.16890617301640978, 0.17316189929008735, 0.17577537507019333, 0.17856073261567793]]};{"straight": 470};[4.976852150885509, 5.2626329444131];"straight";0;[[4.9541208879086716, 5.113876791889633], [4.99177314060993, 5.36027771784733], [5.020725815508501, 5.60847244104844], [5.04025513918792, 5.85758562297218]]
1682122295.3180842;8.914631257678927;[20, 6];[];["no update since", "1682122292.2244961"];{"straight": [[[17, 5], [18, 6], [19, 6], [20, 6], [21, 5], [22, 4], [23, 4]]]};{"straight": [[0.0, 0.24987862610485556, 0.4997552505322963, 0.6678542728272581, 0.83595552896171, 1.0040586910954596, 1.1742787881997905, 1.344498824781293, 1.5147139593309316]]};{"straight": [[[4.99177314060993, 5.36027771784733], [5.020725815508501, 5.60847244104844], [5.04025513918792, 5.85758562297218], [5.047800956699621, 6.025516563312086], [5.050692362884206, 6.193593886725679], [5.04881051134868, 6.3616842111361], [5.041928526794672, 6.531764849757663], [5.02996100881435, 6.701562031315259], [5.01283853872348, 6.87091573138172]]]};{"straight": [[4.46234762140313, 4.398263283974002, 4.343339787659944, 4.26600152316975, 4.185870571170794, 4.102604831343116, 4.0147526163885585, 3.9214505120736556, 3.8220424067259793]]};{"straight": [[-1.136204380382112, -0.9607129221950513, -1.9804740869193387, -2.0144303875731793, -2.052745551225045, -2.0947227838908096, -2.175021422350307, -2.261156041933917, -2.3516431481157656]]};{"straight": [[-0.1343275404626625, -0.09755845163777788, -0.05853038303003877, -0.031166082110333226, -0.003120550037506886, 0.025629823934354423, 0.05532634832395411, 0.08548246873415866, 0.11612556288911313]]};{"straight": [[0.14272110486834969, 0.15161338567855207, 0.1608098342042893, 0.16477930447261566, 0.16890617301640978, 0.17316189929008735, 0.17577537507019333, 0.17856073261567793, 0.18149518948790158]]};{"straight": 480};[5.0087583431633425, 5.505882145107586];"straight";0;[[4.99177314060993, 5.36027771784733], [5.020725815508501, 5.60847244104844], [5.04025513918792, 5.85758562297218]]
1682122295.392295;9.23915902522534;[21, 5];[];["no update since", "1682122292.2244961"];{"straight": [[[18, 6], [19, 6], [20, 6], [21, 5], [22, 4], [23, 4], [24, 3]]]};{"straight": [[0.0, 0.2498766244274407, 0.41797564672240245, 0.5860769028568544, 0.7541800649906041, 0.924400162094935, 1.0946201986764377, 1.2648353332260762, 1.4373698961166415]]};{"straight": [[[5.020725815508501, 5.60847244104844], [5.04025513918792, 5.85758562297218], [5.047800956699621, 6.025516563312086], [5.050692362884206, 6.193593886725679], [5.04881051134868, 6.3616842111361], [5.041928760303295, 6.531761637280234], [5.029961364623681, 6.70155994441462], [5.01283853872348, 6.87091573138172], [4.990163344630054, 7.0419662060903425]]]};{"straight": [[4.398263283974002, 4.343339787659944, 4.26600152316975, 4.185870571170794, 4.203613547528176, 4.12385911245843, 4.039597842623413, 3.95034739982251, 3.854331519643612]]};{"straight": [[-0.9607129221950514, -1.980474086919339, -2.0144303875731784, 0.44274722878288086, -1.9508650531109752, -2.020511988755618, -2.0947201690673176, -2.171660864384439, -2.303223218772194]]};{"straight": [[-0.09755845163777788, -0.05853038303003877, -0.031166082110333226, -0.003120550037506886, 0.025629823934354423, 0.05532510227405352, 0.08548170629325513, 0.1161287660291539, 0.14746968643568703]]};{"straight": [[0.15161338567855207, 0.1608098342042893, 0.16477930447261566, 0.16890617301640978, 0.17315949761617747, 0.17577194700861437, 0.1785697958256752, 0.18153058070971612, 0.18176187366472638]]};{"straight": 490};[5.038021651925521, 5.829095587789417];"straight";0;[[5.020725815508501, 5.60847244104844], [5.04025513918792, 5.85758562297218], [5.047800956699621, 6.025516563312086], [5.050692362884206, 6.193593886725679], [5.04881051134868, 6.3616842111361]]
1682122295.4453456;9.523126516061378;[22, 4];[];["no update since", "1682122292.2244961"];{"straight": [[[19, 6], [20, 6], [21, 5], [22, 4], [23, 4], [24, 3], [25, 2]]]};{"straight": [[0.0, 0.16810125613445198, 0.3362044182682017, 0.5064245153725326, 0.6766445519540353, 0.8468596865036738, 1.0193942493942392, 1.1919354100929156, 1.36449359865758]]};{"straight": [[[5.047800956699621, 6.025516563312086], [5.050692362884206, 6.193593886725679], [5.04881051134868, 6.3616842111361], [5.041928760303295, 6.531761637280234], [5.029961364623681, 6.70155994441462], [5.01283853872348, 6.87091573138172], [4.990163026995093, 7.041962574076236], [4.9621338231268615, 7.212218639151777], [4.9287697566065, 7.38150468798025]]]};{"straight": [[4.26600152316975, 4.185870571170794, 4.203613547528176, 4.12385911245843, 4.164582004978422, 4.085624816878399, 4.001376304444939, 3.9099879713146444, 3.8107466395897593]]};{"straight": [[-2.0144303875731784, 0.4427472287828807, -1.9508650531109752, 0.9914499595999565, -1.9134994476871239, -1.9744386374090122, -2.095170772645019, -2.2201669797705152, -2.340413347126856]]};{"straight": [[-0.031166082110333226, -0.003120550037506886, 0.025629823934354423, 0.05532510227405352, 0.08548170629325513, 0.1161287660291539, 0.1474760534026074, 0.17886638493730822, 0.21033606982779696]]};{"straight": [[0.16477930447261566, 0.16890617301640978, 0.17315949761617747, 0.17577194700861437, 0.1785697958256752, 0.18162221824436814, 0.18175562837428533, 0.18211118534481044, 0.18268592840263595]]};{"straight": 500};[5.049301527261767, 6.112744668800478];"straight";0;[[5.047800956699621, 6.025516563312086], [5.050692362884206, 6.193593886725679], [5.04881051134868, 6.3616842111361], [5.041928760303295, 6.531761637280234], [5.029961364623681, 6.70155994441462], [5.01283853872348, 6.87091573138172]]
1682122295.516949;9.82537874256005;[22, 4];[];["no update since", "1682122292.2244961"];{"straight": [[[19, 6], [20, 6], [21, 5], [22, 4], [23, 4], [24, 3], [25, 2]]]};{"straight": [[0.0, 0.17022009710433092, 0.34044013368583353, 0.5106552682354721, 0.6831898311260374, 0.8557309918247138, 1.028289180389378, 1.2029311547883315, 1.377555366856221]]};{"straight": [[[5.04881051134868, 6.3616842111361], [5.041928760303295, 6.531761637280234], [5.029961364623681, 6.70155994441462], [5.01283853872348, 6.87091573138172], [4.990163026995093, 7.041962574076236], [4.9621338231268615, 7.212218639151777], [4.9287697566065, 7.38150468798025], [4.889646568582128, 7.55165526522663], [4.845397129898451, 7.720555359501631]]]};{"straight": [[4.203613547528176, 4.12385911245843, 4.164582004978422, 4.085624816878399, 4.001376304444939, 3.9099879713146444, 3.8107466395897593, 3.701934782710367, 3.576125664390001]]};{"straight": [[-1.9508650531109757, 0.9914499595999566, -1.9134994476871232, -1.9744386374090133, -2.095170772645019, -2.2201669797705152, -2.340413347126856, -2.6217623463808173, -2.9021475674342407]]};{"straight": [[0.025629823934354423, 0.05532510227405352, 0.08548170629325513, 0.1161287660291539, 0.1474760534026074, 0.17886638493730822, 0.21033606982779696, 0.24139353225663762, 0.27078487039682475]]};{"straight": [[0.17315949761617747, 0.17577194700861437, 0.1785697958256752, 0.18162221824436814, 0.18175562837428533, 0.18211118534481044, 0.18268592840263595, 0.1730859891653371, 0.1635973608286164]]};{"straight": 510};[5.046658333188412, 6.414873714750528];"straight";0;[[5.04881051134868, 6.3616842111361], [5.041928760303295, 6.531761637280234], [5.029961364623681, 6.70155994441462], [5.01283853872348, 6.87091573138172]]
1682122295.5679104;10.036683077342127;[23, 4];[];["no update since", "1682122292.2244961"];{"straight": [[[20, 6], [21, 5], [22, 4], [23, 4], [24, 3], [25, 2], [26, 2]]]};{"straight": [[0.0, 0.17022003658150262, 0.3404351711311412, 0.5129697340217064, 0.6855108947203827, 0.858069083285047, 1.0327110576840004, 1.20733526975189, 1.381868792384195]]};{"straight": [[[5.041928760303295, 6.531761637280234], [5.029961364623681, 6.70155994441462], [5.01283853872348, 6.87091573138172], [4.990163026995093, 7.041962574076236], [4.9621338231268615, 7.212218639151777], [4.9287697566065, 7.38150468798025], [4.889647974408093, 7.551659528276669], [4.845400027609804, 7.720563482501373], [4.7963386211903005, 7.888131284471299]]]};{"straight": [[4.12385911245843, 4.164582004978422, 4.085624816878399, 4.001376304444939, 4.0672094614093375, 3.981729748021534, 3.8884390713881927, 3.7801221039958866, 3.655502207737312]]};{"straight": [[0.9914499595999566, -1.9134994476871234, -1.9744386374090133, 1.539286252199976, -1.9935913282961277, -2.1020530056082514, -2.3783508625283067, -2.6545809549093864, -2.9299644779444405]]};{"straight": [[0.05532510227405352, 0.08548170629325513, 0.1161287660291539, 0.1474760534026074, 0.17886638493730822, 0.21033606982779696, 0.2413731235988581, 0.2707849417000041, 0.2986023098750812]]};{"straight": [[0.17577194700861437, 0.1785697958256752, 0.18162221824436814, 0.18175562837428533, 0.18211118534481044, 0.18246174698804785, 0.17307592225129473, 0.16384159777637441, 0.15482567011449783]]};{"straight": 520};[5.0352937552553945, 6.625901804040224];"straight";0;[[5.041928760303295, 6.531761637280234], [5.029961364623681, 6.70155994441462], [5.01283853872348, 6.87091573138172], [4.990163026995093, 7.041962574076236], [4.9621338231268615, 7.212218639151777], [4.9287697566065, 7.38150468798025]]
1682122295.6430986;10.345882188270005;[23, 4];[];["no update since", "1682122292.2244961"];{"straight": [[[20, 6], [21, 5], [22, 4], [23, 4], [24, 3], [25, 2], [26, 2]]]};{"straight": [[0.0, 0.17253456289056526, 0.34507572358924166, 0.517633912153906, 0.6922758865528593, 0.8669000986207488, 1.041433621253054, 1.216922453101883, 1.3925012679229223]]};{"straight": [[[5.01283853872348, 6.87091573138172], [4.990163026995093, 7.041962574076236], [4.9621338231268615, 7.212218639151777], [4.9287697566065, 7.38150468798025], [4.889647974408093, 7.551659528276669], [4.845400027609804, 7.720563482501373], [4.7963386211903005, 7.888131284471299], [4.742410618719816, 8.055299592131076], [4.684097328575422, 8.22099644961663]]]};{"straight": [[4.085624816878399, 4.001376304444939, 4.0672094614093375, 3.981729748021534, 3.8884390713881927, 3.7801221039958866, 3.655502207737312, 3.512028516909607, 3.350892071668004]]};{"straight": [[-1.974438637409013, 1.5392862521999753, -1.9935913282961277, -2.1020530056082514, -2.3783508625283085, -2.6545809549093846, -2.9299644779444405, -3.1492029056750743, -3.369791314885323]]};{"straight": [[0.1161287660291539, 0.1474760534026074, 0.17886638493730822, 0.21033606982779696, 0.2413731235988581, 0.2707849417000041, 0.2986023098750812, 0.32536789347002704, 0.3512697502421702]]};{"straight": [[0.18162221824436814, 0.18175562837428533, 0.18211118534481044, 0.18246174698804785, 0.17307592225129473, 0.16384159777637441, 0.15482567011449783, 0.14991623612850574, 0.1449872371702633]]};{"straight": 530};[5.0045500133370995, 6.933438073321149];"straight";0;[[5.01283853872348, 6.87091573138172], [4.990163026995093, 7.041962574076236], [4.9621338231268615, 7.212218639151777], [4.9287697566065, 7.38150468798025]]
1682122295.6960638;10.559156616313496;[24, 3];[];["no update since", "1682122292.2244961"];{"straight": [[[21, 5], [22, 4], [23, 4], [24, 3], [25, 2], [26, 2], [27, 1]]]};{"straight": [[0.0, 0.17254116069867637, 0.34509934926334074, 0.5197413236622941, 0.6943655357301836, 0.8688990583624886, 1.0443878902113175, 1.2199667050323568, 1.3959063678787094]]};{"straight": [[[4.990163026995093, 7.041962574076236], [4.9621338231268615, 7.212218639151777], [4.9287697566065, 7.38150468798025], [4.889647974408093, 7.551659528276669], [4.845400027609804, 7.720563482501373], [4.7963386211903005, 7.888131284471299], [4.742389198218422, 8.055296854490322], [4.684054964365426, 8.220989425328275], [4.62156950918584, 8.38518928721896]]]};{"straight": [[4.001376304444939, 4.0672094614093375, 3.981729748021534, 3.8884390713881927, 3.8378749923998643, 3.7184798738532763, 3.582518353019081, 3.4285795315530487, 3.253907570880608]]};{"straight": [[1.5392862521999755, -1.993591328296127, -2.1020530056082514, -1.1186133640452098, -2.5845805190589513, -2.8282563969325167, -3.0734919433021948, -3.3171688107920674, -3.198585190269309]]};{"straight": [[0.1474760534026074, 0.17886638493730822, 0.21033606982779696, 0.2413731235988581, 0.2707849417000041, 0.2986023098750812, 0.3255489318989102, 0.3512699930743792, 0.3757739494019008]]};{"straight": [[0.18175562837428533, 0.18211118534481044, 0.18246174698804785, 0.17307592225129473, 0.16384159777637441, 0.15688991098647853, 0.1499094755230759, 0.14293642776007326, 0.13601927563381344]]};{"straight": 540};[4.973292605672524, 7.144437534265975];"straight";0;[[4.990163026995093, 7.041962574076236], [4.9621338231268615, 7.212218639151777], [4.9287697566065, 7.38150468798025], [4.889647974408093, 7.551659528276669], [4.845400027609804, 7.720563482501373], [4.7963386211903005, 7.888131284471299]]
1682122295.771403;10.864639117166613;[24, 3];[];["no update since", "1682122292.2244961"];{"straight": [[[21, 5], [22, 4], [23, 4], [24, 3], [25, 2], [26, 2], [27, 1]]]};{"straight": [[0.0, 0.17464197439895335, 0.3492661864668428, 0.5237997090991479, 0.6992885409479769, 0.8748673557690163, 1.0508070186153688, 1.2211095165815224, 1.3910653095144663]]};{"straight": [[[4.9287697566065, 7.38150468798025], [4.889647974408093, 7.551659528276669], [4.845400027609804, 7.720563482501373], [4.7963386211903005, 7.888131284471299], [4.742389198218422, 8.055296854490322], [4.684054964365426, 8.220989425328275], [4.62156950918584, 8.38518928721896], [4.5572260229253985, 8.54223335197606], [4.48785816554068, 8.697073572762758]]]};{"straight": [[3.981729748021534, 3.8884390713881927, 3.8378749923998643, 3.7184798738532763, 3.582518353019081, 3.4285795315530487, 3.253907570880608, 3.0819572326872615, 2.9164314877490063]]};{"straight": [[-2.1020530056082514, -1.1186133640452098, -2.5845805190589513, -2.828256396932515, -3.0734919433021926, -3.3171688107920674, -3.198585190269309, -2.9210177077376343, -2.7361241643258807]]};{"straight": [[0.21033606982779696, 0.2413731235988581, 0.2707849417000041, 0.2986023098750812, 0.3255489318989102, 0.3512699930743792, 0.3757739494019008, 0.4034756650482805, 0.44044666307522595]]};{"straight": [[0.18246174698804785, 0.17307592225129473, 0.16384159777637441, 0.15688991098647853, 0.1499094755230759, 0.14293642776007326, 0.13601927563381344, 0.19050334768818478, 0.24527590575331898]]};{"straight": 550};[4.9143910967375195, 7.444042702257691];"straight";0;[[4.9287697566065, 7.38150468798025], [4.889647974408093, 7.551659528276669], [4.845400027609804, 7.720563482501373], [4.7963386211903005, 7.888131284471299]]
1682122295.8261266;11.07886534015366;[25, 2];[];["no update since", "1682122292.2244961"];{"straight": [[[22, 4], [23, 4], [24, 3], [25, 2], [26, 2], [27, 1]]]};{"straight": [[0.0, 0.1746242120678895, 0.3491577347001945, 0.5246465665490235, 0.700225381370063, 0.8761650442164156, 1.0464675421825693, 1.2164233351155131, 1.3852283872902138]]};{"straight": [[[4.889647974408093, 7.551659528276669], [4.845400027609804, 7.720563482501373], [4.7963386211903005, 7.888131284471299], [4.742389198218422, 8.055296854490322], [4.684054964365426, 8.220989425328275], [4.62156950918584, 8.38518928721896], [4.5572260229253985, 8.54223335197606], [4.48785816554068, 8.697073572762758], [4.412096958150579, 8.848917285616182]]]};{"straight": [[3.8884390713881927, 3.8378749923998643, 3.7184798738532763, 3.582518353019081, 3.4278925526248294, 3.2524669234078143, 3.059827619061462, 2.875160354142531, 2.6945607105715226]]};{"straight": [[-1.1186133640452098, -2.5845805190589513, -2.8282563969325154, -3.0869054403933855, -3.3304209111230847, -3.5701062638911734, -3.2243619867984075, -2.979441746910141, -2.832023658436356]]};{"straight": [[0.2413731235988581, 0.2707849417000041, 0.2986023098750812, 0.3255489318989102, 0.3512699930743792, 0.3757739494019008, 0.4034756650482805, 0.44044666307522595, 0.4866880966564393]]};{"straight": [[0.17307592225129473, 0.16384159777637441, 0.15688991098647853, 0.1499094755230759, 0.14293642776007326, 0.13601927563381344, 0.19050334768818478, 0.24527590575331898, 0.29944229202981626]]};{"straight": 560};[4.863330308640356, 7.652119733456329];"straight";0;[[4.889647974408093, 7.551659528276669], [4.845400027609804, 7.720563482501373], [4.7963386211903005, 7.888131284471299], [4.742389198218422, 8.055296854490322], [4.684054964365426, 8.220989425328275], [4.62156950918584, 8.38518928721896]]
1682122295.900689;11.36297267978992;[25, 2];[];["no update since", "1682122292.2244961"];{"straight": [[[22, 4], [23, 4], [24, 3], [25, 2], [26, 2], [27, 1]]]};{"straight": [[0.0, 0.175488831848829, 0.3510676466698684, 0.527007309516221, 0.6973098074823747, 0.8672656004153186, 1.0360706525900192, 1.2525357971781224, 1.4741912792744682]]};{"straight": [[[4.7963386211903005, 7.888131284471299], [4.742389198218422, 8.055296854490322], [4.684054964365426, 8.220989425328275], [4.62156950918584, 8.38518928721896], [4.5572260229253985, 8.54223335197606], [4.48785816554068, 8.697073572762758], [4.412096958150579, 8.848917285616182], [4.3024131370449314, 9.038677908976933], [4.17562337357758, 9.2171380133875]]]};{"straight": [[3.7184798738532763, 3.582518353019081, 3.4278925526248294, 3.2524669234078143, 3.059827619061462, 2.875160354142531, 2.6945607105715226, 2.456539965389328, 2.2265988298730184]]};{"straight": [[-2.8282563969325154, -3.0869054403933855, -3.3304209111230847, -3.5701062638911734, -3.2243619867984075, -2.979441746910141, -2.832023658436356, -2.429099073432882, 0.0]]};{"straight": [[0.2986023098750812, 0.3255489318989102, 0.3512699930743792, 0.3757739494019008, 0.4034756650482805, 0.44044666307522595, 0.4866880966564393, 0.5661593439824357, 0.6740784211586006]]};{"straight": [[0.15688991098647853, 0.1499094755230759, 0.14293642776007326, 0.13601927563381344, 0.19050334768818478, 0.24527590575331898, 0.29944229202981626, 0.4268775382989063, 0.5582182794576338]]};{"straight": 570};[4.7844618367756695, 7.924932223708402];"straight";0;[[4.7963386211903005, 7.888131284471299], [4.742389198218422, 8.055296854490322], [4.684054964365426, 8.220989425328275], [4.62156950918584, 8.38518928721896]]
1682122295.9557333;11.561751213272657;[26, 2];[];["no update since", "1682122292.2244961"];{"straight": [[[23, 4], [24, 3], [25, 2], [26, 2], [27, 1]]]};{"straight": [[0.0, 0.1755788148210394, 0.351518477667392, 0.5218209756335457, 0.6917767685664896, 0.8605818207411902, 1.0770469653292933, 1.2987024474256392]]};{"straight": [[[4.742389198218422, 8.055296854490322], [4.684054964365426, 8.220989425328275], [4.62156950918584, 8.38518928721896], [4.5572260229253985, 8.54223335197606], [4.48785816554068, 8.697073572762758], [4.412096958150579, 8.848917285616182], [4.3024131370449314, 9.038677908976933], [4.17562337357758, 9.2171380133875]]]};{"straight": [[3.582518353019081, 3.4278925526248294, 3.2524669234078143, 3.059827619061462, 2.875160354142531, 2.6945607105715226, 2.456539965389328, 2.2265988298730184]]};{"straight": [[-3.0869054403933855, -3.3304209111230847, -3.5701062638911734, -3.2243619867984075, -2.979441746910141, -2.832023658436356, -2.429099073432882, 0.0]]};{"straight": [[0.3255489318989102, 0.3512699930743792, 0.3757739494019008, 0.4034756650482805, 0.44044666307522595, 0.4866880966564393, 0.5661593439824357, 0.6740784211586006]]};{"straight": [[0.1499094755230759, 0.14293642776007326, 0.13601927563381344, 0.19050334768818478, 0.24527590575331898, 0.29944229202981626, 0.4268775382989063, 0.5582182794576338]]};{"straight": 580};[4.7218534810345085, 8.11362651015664];"straight";0;[[4.742389198218422, 8.055296854490322], [4.684054964365426, 8.220989425328275], [4.62156950918584, 8.38518928721896], [4.5572260229253985, 8.54223335197606], [4.48785816554068, 8.697073572762758], [4.412096958150579, 8.848917285616182]]
